MKey,AircraftNumber,DamageLevel,RegistrationNumber,AircraftCategory,AircraftMake,AircraftModel,RegulationFlightConductedUnder,PurposeOfFlight,IntentionalAct,PhaseOfFlight,DefiningEvent
96424,1,Substantial,N251E,Airplane,BEECH,A36,Part 91: General aviation,Personal,,Enroute,Fire - Non-Impact
96425,1,Substantial,N722CF,Airplane,PIPER,PA 31-310,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96426,1,Substantial,N739KW,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96427,1,Substantial,N912GR,Airplane,WEAVER DAVID A,PULSAR   912XP,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
96429,1,Substantial,N45WL,Airplane,CANADAIR LTD,CL 600 2A12,"Non-U.S., non-commercial",Other/Unknown,,Landing,Abnormal Runway Contact
96430,1,Substantial,N399F,Airplane,CESSNA,180,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96431,1,Substantial,N8328V,Airplane,PIPER,PA34,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96433,1,Destroyed,N679EA,Airplane,RAYTHEON AIRCRAFT COMPANY,B36TC,Part 91: General aviation,Personal,,Approach,Fuel Related
96434,1,Substantial,N790AM,Helicopter,EUROCOPTER,AS 350,Public aircraft,Public aircraft,,Landing,Abnormal Runway Contact
96435,1,Substantial,N2748Y,Airplane,CESSNA,402,Part 91: General aviation,Personal,,Initial Climb,Bird Strike
96436,1,Substantial,N99RW,Helicopter,ROBINSON HELICOPTER,R44,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96438,1,Destroyed,N4494A,Airplane,BEECH,58,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96439,1,Substantial,N47536,Airplane,PIPER,PA 34-200T,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
96440,1,Destroyed,N19LW,Airplane,BEECH,C90,Part 91: General aviation,Instructional,,Approach,Loss of Control In-Flight
96441,1,Substantial,N395SC,Gyroplane,BROCK STEINER,Sport Copter Vortex,Part 91: General aviation,Personal,,Maneuvering,Fuel Related
96442,1,Substantial,N9738J,Airplane,JONES KENT C,VANS RV-10,Part 91: General aviation,Personal,,Approach,Collision on Takeoff or Landing
96446,1,Substantial,N417CB,Airplane,CESSNA,152,Part 91: General aviation,Instructional,,Takeoff,Loss of Control on Ground
96448,1,Destroyed,N248SB,Airplane,BEECH,A36,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96449,1,Destroyed,N7529S,Airplane,SMITH,AEROSTAR 601,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96450,1,Destroyed,N732DF,Airplane,CESSNA,U206,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
96460,1,Destroyed,N227US,Airplane,Czech Sport Aircraft a.s.,Sport Cruiser,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Non-power
96461,1,Substantial,N4801D,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Takeoff,Runway Excursion
96462,1,Substantial,N1431C,Airplane,BOEING,A75N1(PT17),Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96463,1,Substantial,N452ER,Airplane,CESSNA,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
96465,1,Substantial,N8856W,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Landing,Undershoot/Overshoot
96469,1,Substantial,N8856B,Airplane,CESSNA,172C,Part 91: General aviation,Instructional,,Initial Climb,System/Component Failure - Powerplant
96470,1,Substantial,N750AD,Airplane,MICHAEL ADAMCZYK,ZENITH CH750,Part 91: General aviation,Flight test,,Takeoff,Loss of Control In-Flight
96473,1,Substantial,N711NN,Airplane,COLUMBIA AIRCRAFT MFG,LC41,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96474,1,Substantial,N552EZ,Airplane,CORBEIL SHAWN,CORBEIL SHAWN SER VI,Part 91: General aviation,Personal,,Approach,Other
96475,1,Substantial,N524ND,Airplane,CESSNA,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
96477,1,Substantial,N2351U,Airplane,CESSNA,172D,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96479,1,Substantial,N727TJ,Airplane,CESSNA,T210,Part 91: General aviation,Personal,,Enroute,Fuel Related
96480,1,Substantial,N9730F,Airplane,CESSNA,172R,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
96485,1,Substantial,N550D,Airplane,PIPER,PA 28R-200,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96487,1,Destroyed,N761YZ,Airplane,CESSNA,T210M,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96488,1,Substantial,N54873,Airplane,CESSNA,172P,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96489,1,Substantial,N8884H,Airplane,NORTH AMERICAN,NAVION,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
96490,1,Substantial,N716JB,Helicopter,GRAY JIM ROBERT,EXEC,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
96491,1,Substantial,N7929Z,Airplane,CESSNA,150,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
96493,1,Substantial,N95550,Airplane,CESSNA,152,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96494,1,Destroyed,N6433J,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
96497,1,Substantial,N15LU,Gyroplane,HALLEY KFT,APOLLO,Part 91: General aviation,Personal,,Taxi,Loss of Control on Ground
96498,1,Substantial,N537HF,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Landing,Unintended Flight Into IMC
96500,1,Substantial,N734VH,Airplane,CESSNA,172N,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96501,2,Substantial,N1562A,Airplane,PIPER,PA 20,Part 91: General aviation,Personal,,Taxi,Ground Collision
96501,1,Substantial,N61SR,Airplane,MAULE,MX7,Part 91: General aviation,Personal,,Taxi,Ground Collision
96507,1,Substantial,N4326X,Airplane,PIPER,PA 32-300,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
96510,1,Substantial,N441ML,Helicopter,ROBINSON HELICOPTER COMPANY,R44,Part 91: General aviation,Positioning,,Takeoff,Loss of Control on Ground
96515,1,Substantial,N4805Z,Airplane,PIPER,PA22,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96516,1,Substantial,N33HY,Airplane,AVIAT AIRCRAFT INC,A-1,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96517,1,Substantial,N3179T,Airplane,CESSNA,177,Part 91: General aviation,Instructional,,Takeoff,Loss of Control on Ground
96519,1,Substantial,N40285,Airplane,PIPER,PA 23-250,Part 91: General aviation,Instructional,,Approach,Loss of Control In-Flight
96521,1,Substantial,N284MK,Airplane,PIPER,PA28,Part 91: General aviation,Instructional,,Landing,Loss of Control In-Flight
96522,1,Substantial,N141JT,Airplane,Piaggio,P.180,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96523,1,Substantial,N1386A,Airplane,PIPER,PA 18-125,Public aircraft,Public aircraft,,Landing,Abnormal Runway Contact
96525,1,Substantial,N519MA,Airplane,AMERICAN CHAMPION AIRCRAFT,7GCAA,Part 91: General aviation,Instructional,,Landing,System/Component Failure - Non-power
96526,1,Substantial,N199RN,Airplane,CESSNA,182,Part 91: General aviation,Personal,,Enroute,Midair
96526,2,Substantial,N25786,Airplane,PIPER,J3C,Part 91: General aviation,Personal,,Maneuvering,Midair
96528,1,Substantial,N929GB,Airplane,BROWNING GREGORY S,ZODIAC 601XL,Part 91: General aviation,Personal,,Takeoff,Unintended Flight Into IMC
96529,1,Destroyed,N354WD,Airplane,BEECH,G35,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
96531,1,Substantial,N20XA,Airplane,X-AIR LLC,XA85,Part 91: General aviation,Personal,,Maneuvering,Medical Event
96532,1,Substantial,N959M,Airplane,KELLEY DERRICK/LEZA,AIRCAM,Part 91: General aviation,Personal,,Approach,Abrupt Maneuver
96534,1,Destroyed,N247AT,Airplane,CESSNA,340,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
96535,1,Substantial,N5254G,Airplane,MOONEY,M20K,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96536,1,Substantial,N389BA,Glider,LET,L 23 SUPER BLANIK,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
96538,1,Substantial,N91SP,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
96539,1,Substantial,N6627G,Airplane,CESSNA,150L,Part 91: General aviation,Personal,,Unknown,Unknown
96540,1,Substantial,N525KT,Airplane,CESSNA,525A,Part 91: General aviation,Positioning,,Landing,Runway Excursion
96541,1,Substantial,N11KX,Airplane,PIPER,PA32,Part 91: General aviation,Personal,,Landing,Collision on Takeoff or Landing
96545,1,Substantial,N4JW,Glider,PIPISTREL DOO AJDOVSCINA,VIRUS SW,Part 91: General aviation,Personal,,Maneuvering,Fuel Related
96547,1,Substantial,N2122S,Airplane,CESSNA,T210L,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96548,1,Substantial,N222AT,Airplane,CESSNA,210,Part 91: General aviation,Personal,,Standing,System/Component Failure - Non-power
96555,1,Substantial,N698MC,Airplane,CESSNA,182,Part 91: General aviation,Personal,,Taxi,Ground Collision
96556,1,Substantial,N3229V,Airplane,CESSNA,150,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
96562,1,Substantial,N555WM,Airplane,PIPER,PA-28-201T,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
96563,1,Substantial,N594MA,Airplane,COSTRUZIONI AERONAUTICHE TECNA,P2006,Part 91: General aviation,Instructional,,Landing,System/Component Failure - Non-power
96565,1,Substantial,N4395R,Airplane,CESSNA,172M,Part 91: General aviation,Personal,,Maneuvering,Low Altitude Operation
96566,1,Substantial,N3945A,Airplane,AEROPRO CZ,EUROFOX,Part 91: General aviation,Personal,,Landing,Loss of Control In-Flight
96571,1,Substantial,N1950M,Airplane,Construcciones Aeronauticas,C.A.S.A. 1.131,"Non-U.S., non-commercial",Personal,,Approach,Midair
96571,2,Substantial,EC-MMC,Helicopter,BELL,412SP,"Non-U.S., commercial",Other/Unknown,,Approach,Midair
96574,1,Destroyed,N325JK,Airplane,CIRRUS DESIGN CORP,SR22T,Part 91: General aviation,Personal,,Enroute,Unknown
96576,1,Substantial,N83SB,Airplane,BARNES STEVEN D,STEVE BARNES RV 4,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96581,1,Substantial,N797JR,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,Part 91: General aviation,Personal,,Maneuvering,Unknown
96584,1,Substantial,N9972A,Airplane,CESSNA,170,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96586,1,Substantial,N47FP,Airplane,PIPER,PA 12,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96587,1,Substantial,N214AM,Helicopter,BELL HELICOPTER TEXTRON CANADA,407,Part 91: General aviation,Positioning,,Enroute,System/Component Failure - Non-power
96590,1,Substantial,N4491R,Airplane,CESSNA,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
96591,1,Substantial,N353RA,Airplane,S.O.C.A.T.A.,MS893E,Part 91: General aviation,Ferry,,Approach,System/Component Failure - Powerplant
96593,1,Substantial,N5923C,Airplane,CUBCRAFTERS INC,CC11,Part 91: General aviation,Personal,,Landing,Abrupt Maneuver
96599,1,Substantial,N1997C,Airplane,CESSNA,170,Part 91: General aviation,Personal,,Taxi,Abnormal Runway Contact
96601,1,Substantial,N413Z,Airplane,Just,JA30 SUPERSTOL,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96603,1,Substantial,N127DT,Airplane,CUB CRAFTERS INC,CC18-180,Part 91: General aviation,Ferry,,Landing,Loss of Control on Ground
96604,1,Substantial,N7085R,Airplane,PIPER,PA 28,Part 91: General aviation,Instructional,,Maneuvering,Simulated/training event
96605,1,Substantial,N4163B,Airplane,HARROP BLAKE,RV 7,Part 91: General aviation,Personal,,Landing,Loss of Control In-Flight
96607,1,Substantial,N4QX,Helicopter,MD HELICOPTERS INC,369HM,Part 91: General aviation,Aerial observation,,Maneuvering,System/Component Failure - Powerplant
96608,1,Substantial,N145JG,Airplane,GELDERMANN BERT E,LANCAIR LEGACY,Part 91: General aviation,Personal,,Takeoff,Other
96611,1,Substantial,N4345K,Airplane,PIPER,PA 28-236,Part 91: General aviation,Personal,,Enroute,Fuel Related
96612,1,Substantial,N803R,Airplane,BEECH,K35,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
96615,1,Destroyed,N54857,Airplane,PIPER,PA 23-250,Part 91: General aviation,Positioning,,Enroute,Turbulence Encounter
96616,1,Substantial,N3607Y,Airplane,CESSNA,210,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96617,1,Substantial,N5619Z,Airplane,GOLDEN CIRCLE AIR,T BIRD II,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96618,1,Substantial,N2W,Airplane,CESSNA,A185,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96619,1,Substantial,N205KS,Helicopter,BELL,UH 1H,Public aircraft,Positioning,,Landing,Collision on Takeoff or Landing
96620,1,Substantial,N35226,Airplane,PIPER,J3L,Part 91: General aviation,Personal,,Landing,System/Component Failure - Non-power
96623,1,Substantial,N787SB,Airplane,BRYK STEVEN L,VELOCITY XL RG,Part 91: General aviation,Personal,,Enroute,Icing
96625,1,Substantial,N5562Q,Airplane,MOONEY,M20E,Part 91: General aviation,Personal,,Enroute,Loss of Control In-Flight
96626,1,Destroyed,N658H,Helicopter,BELL,UH-1H,Part 91: General aviation,Personal,,Enroute,Controlled Flight Into Terrain
96627,1,Substantial,N317KD,Gyroplane,DAYTON A DABBS,MAGNI M-16,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
96628,1,Substantial,N4027W,Airplane,PIPER,PA 32-300,Part 91: General aviation,Instructional,,Initial Climb,Fuel Related
96630,1,Destroyed,N62769,Airplane,PIPER,PA-23-250,Unknown,Other/Unknown,,Enroute,Loss of Control In-Flight
96632,1,Substantial,N907T,Weight-shift,TOMLINSON TRACY L,TUKAN,Part 91: General aviation,Instructional,,Landing,Loss of Control In-Flight
96636,1,Destroyed,N262WS,Airplane,VANS AIRCRAFT INC,RV-12,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Non-power
96638,1,Substantial,N746LM,Airplane,MATHENY LARRY E,CHRISTAVIA MK 1,Part 91: General aviation,Personal,,Maneuvering,Controlled Flight Into Terrain
96642,1,Destroyed,N884KM,Airplane,CESSNA,210,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96643,1,Substantial,N989HH,Helicopter,HELICOPTERES GUIMBAL,CABRI G2,Part 91: General aviation,Instructional,,Maneuvering,Loss of Control In-Flight
96645,1,Substantial,N64204,Airplane,CESSNA,172P,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96647,1,Substantial,N251WT,Airplane,SKWIRA MATTHEW J,W-10 TAILWIND,Part 91: General aviation,Personal,,Unknown,Unknown
96648,1,Substantial,N9415B,Airplane,CESSNA,172RG,Part 91: General aviation,Instructional,,Approach,System/Component Failure - Non-power
96650,1,Substantial,N3947C,Helicopter,SCHWEIZER,269C,Part 91: General aviation,Instructional,,Initial Climb,System/Component Failure - Powerplant
96651,1,Substantial,N3600A,Airplane,BEECH,A36,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96652,1,Substantial,N56548,Airplane,MAULE,M 6,Part 91: General aviation,Personal,,Taxi,Ground Collision
96653,1,Substantial,N515BW,Airplane,QUARTZ MOUNTAIN AEROSPACE,L-11E,Part 91: General aviation,Instructional,,Approach,System/Component Failure - Powerplant
96656,1,Substantial,N47863,Airplane,PIPER,PA32R,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96658,1,Substantial,N339EV,Helicopter,EUROCOPTER FRANCE,SA330J PUMA,Part 133: Rotorcraft ext. load,Other work use,,Standing,System/Component Failure - Non-power
96659,1,Substantial,N1046F,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Landing,Loss of Control In-Flight
96661,1,Substantial,N369TH,Helicopter,HUGHES,369D,Part 91: General aviation,Other work use,,Maneuvering,Loss of Control In-Flight
96662,1,Substantial,N9673W,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Approach,Fuel Related
96663,1,Substantial,N127AG,Helicopter,ROBINSON HELICOPTER,R22,Part 91: General aviation,Other work use,,Maneuvering,Loss of Control In-Flight
96665,1,Substantial,N93316,Airplane,CESSNA,152,Part 91: General aviation,Personal,,Enroute,Loss of Control In-Flight
96666,1,Substantial,N767LW,Gyroplane,WAYNE MILLER,SPORT COPTER II,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96667,1,Substantial,N34VF,Airplane,CESSNA,P210N,Part 91: General aviation,Business,,Enroute,System/Component Failure - Powerplant
96668,1,Substantial,N6UP,Airplane,SWEARINGEN,SA227 TT,Part 91: General aviation,Executive/Corporate,,Enroute,System/Component Failure - Non-power
96669,1,Substantial,N900L,Airplane,AERO COMMANDER,680 F,Part 91: General aviation,Personal,,Takeoff,Fuel Related
96670,1,Substantial,N294ME,Airplane,CESSNA,172,Part 91: General aviation,Instructional,,Enroute,System/Component Failure - Powerplant
96673,1,Substantial,N92048,Powered parachute,BUCKEYE INDUSTRIES INC,DREAM MACHINE 582,Part 91: General aviation,Personal,,Maneuvering,Low Altitude Operation
96674,1,Substantial,N942SC,Helicopter,BELL,OH 58C,Public aircraft,Instructional,,Emergency Descent,System/Component Failure - Powerplant
96675,1,Substantial,N412MF,Gyroplane,FOXFLY INC,FOXDOMINATOR,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96676,1,Substantial,N4045,Helicopter,VERTICAL AVIATION TECHNOLOGIES,260L HUMMINGBIRD,Part 91: General aviation,Personal,,Enroute,Fuel Related
96677,1,Substantial,N878BC,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,Part 91: General aviation,Personal,,Approach,Midair
96677,2,Minor,N777YF,Airplane,BEECH,A36,Part 91: General aviation,Personal,,Approach,Midair
96678,1,Destroyed,N7530R,Helicopter,ROBINSON HELICOPTER,R44,Part 91: General aviation,Personal,,Enroute,Loss of Control In-Flight
96680,1,Destroyed,N8559U,Airplane,CESSNA,172F,Part 91: General aviation,Ferry,,Maneuvering,Fuel Related
96681,1,Substantial,N9378Y,Airplane,BEECH,35 A33,Part 91: General aviation,Personal,,Enroute,Fuel Related
96690,1,Substantial,N128W,Airplane,BEECH,95,Part 91: General aviation,Instructional,,Approach,Loss of Control In-Flight
96696,1,Substantial,N24002,Airplane,BEECH,B19,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96703,1,Substantial,N726AD,Airplane,SOMERTON DAVID J,JA30 SUPERSTOL,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96705,1,Substantial,N3525T,Airplane,CESSNA,182T,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
