MKey,AircraftNumber,DamageLevel,RegistrationNumber,AircraftCategory,AircraftMake,AircraftModel,RegulationFlightConductedUnder,PurposeOfFlight,IntentionalAct,PhaseOfFlight,DefiningEvent
101431,1,Destroyed,N40226,Airplane,Ayres,S2R,Part 137: Agricultural,Aerial application,,Maneuvering,Low Altitude Operation
101432,1,Substantial,N36339,Airplane,BELLANCA,7KCAB,Part 91: General aviation,Instructional,,Initial Climb,System/Component Failure - Powerplant
101433,1,Substantial,N444JR,Airplane,Beech,24,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101434,1,Substantial,N553KM,Airplane,Vans,RV8,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
101435,1,Substantial,N323TX,Airplane,Waco,YMF F5C,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101436,1,Substantial,N783TH,Glider,Pipistrel,PIPISTREL SINUS 912,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101437,1,Substantial,N201JK,Airplane,Mooney,M20J,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101438,1,Substantial,N473TT,Helicopter,Bell,47G,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
101441,1,Substantial,N2085J,Airplane,Cessna,T188,Part 137: Agricultural,Aerial application,,Maneuvering,Loss of Control In-Flight
101442,1,Substantial,N879JA,Airplane,Air Tractor,AT502,Part 137: Agricultural,Aerial application,,Maneuvering,Low Altitude Operation
101443,1,Substantial,N3186D,Airplane,Cessna,180,Part 91: General aviation,Personal,,Landing,System/Component Failure - Powerplant
101445,1,Substantial,N797SH,Helicopter,Robinson,R22,Part 91: General aviation,Aerial application,,Maneuvering,Low Altitude Operation
101449,1,Substantial,N27RZ,Airplane,Piper,PA46,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101451,1,Substantial,N25702,Airplane,Piper,J3C-65,Part 91: General aviation,Personal,,Standing,Loss of Control on Ground
101452,1,Substantial,N87395,Airplane,Cessna,310,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101453,1,Destroyed,N1532H,Airplane,AIR TRACTOR,AT402,Part 137: Agricultural,Aerial application,,Unknown,Unknown
101454,1,Substantial,N25449,Airplane,Cessna,152,Part 91: General aviation,Personal,,Takeoff,Other
101455,1,Substantial,N117KP,Airplane,Cessna,P210,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101456,1,Substantial,N1407W,Airplane,Vans,RV 6,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101458,1,Substantial,N4QW,Helicopter,Robinson,R66,Part 137: Agricultural,Aerial application,,Maneuvering,Other
101459,1,Substantial,N6602B,Airplane,Cessna,310,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101460,1,Substantial,N339KT,Airplane,Cub Crafters,CCX-2000-0086,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101462,1,Substantial,N1958Q,Airplane,Cessna,177RG,Part 91: General aviation,Positioning,,Landing,Loss of Control In-Flight
101463,1,Substantial,N373ML,Airplane,GULFSTREAM,150,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101465,1,Substantial,N3815Z,Airplane,Beech,77,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
101466,1,Substantial,N244HW,Airplane,BELLANCA,1730A,Part 91: General aviation,Personal,,Enroute,Unknown
101467,1,Substantial,N856L,Airplane,Great Lakes,2T 1A,Part 91: General aviation,Business,,Landing,Loss of Control on Ground
101468,1,Destroyed,N51033,Airplane,Cessna,150,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
101469,1,Substantial,N298TH,Helicopter,Schweizer,269C,Part 91: General aviation,Aerial observation,,Maneuvering,Controlled Flight Into Terrain
101470,1,Destroyed,N342J,Helicopter,AEROSPATIALE,SA342J,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
101472,1,Substantial,N210BA,Airplane,Cessna,P210,"Non-U.S., non-commercial",Personal,,Enroute,System/Component Failure - Powerplant
101473,1,Substantial,N65773,Airplane,Cessna,172,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101475,1,Substantial,N88688,Airplane,CESSNA,305,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101476,1,Substantial,N3681Z,Airplane,Piper,PA18,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101477,1,Substantial,N7955V,Airplane,Cessna,180,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101478,1,Substantial,N5314M,Airplane,Cessna,152,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101479,1,Substantial,N202CC,Helicopter,SCHWEIZER,269C,Part 91: General aviation,Instructional,,Unknown,Unknown
101480,1,Destroyed,N280MM,Helicopter,Enstrom,280,Part 91: General aviation,Instructional,,Maneuvering,Unknown
101481,1,Substantial,N1718Q,Airplane,Cessna,150,Part 91: General aviation,Personal,,Enroute,Fuel Related
101482,1,Substantial,N21585,Airplane,CESSNA,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101484,1,Substantial,N70BZ,Airplane,Thorp,THORP T 18,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101486,1,Substantial,N417HW,Weight-shift,North Wing UUM INC,Scout X-C,Part 91: General aviation,Personal,,Approach,Abrupt Maneuver
101487,1,Substantial,N7764W,Airplane,COYOTE,S-6ES,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
101488,1,Substantial,N274DR,Airplane,Thatcher,CX4,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101489,1,Substantial,N9169G,Airplane,Cessna,182,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
101490,1,Substantial,N958HP,Airplane,Cessna,182,Part 91: General aviation,Aerial observation,,Maneuvering,System/Component Failure - Powerplant
101493,1,Substantial,N18XX,Airplane,CAPELLA,XLS,Part 91: General aviation,Personal,,Takeoff,Collision on Takeoff or Landing
101494,1,Substantial,N5013G,Helicopter,Bell,206,Part 133: Rotorcraft ext. load,External load,,Maneuvering,Fuel Related
101495,1,Destroyed,N620AK,Airplane,KOSTRAZEWA ANDRE,Sonex Light Sport,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
101496,1,Substantial,N97LL,Airplane,Cub Crafters Inc,CC19-180,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101497,1,Substantial,N117PR,Airplane,PIPER,PA46,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101498,1,Destroyed,N315AM,Airplane,Piper,PA32R,Part 91: General aviation,Personal,,Approach,Other
101499,1,Substantial,N7530B,Helicopter,Robinson,R44,Part 91: General aviation,Personal,,Maneuvering,Unknown
101501,1,Substantial,N288BC,Airplane,Maule,M7,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101502,1,Substantial,N341MR,Airplane,Beech,D 45,Part 91: General aviation,Personal,,Enroute,Fuel Related
101503,1,Substantial,N6728U,Airplane,Mooney,M20C,Part 91: General aviation,Personal,,Enroute,Fuel Related
101504,1,Substantial,N35JA,Airplane,Hatz,HATZ CB 1,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101505,1,Substantial,N951X,Airplane,SONEX,ONEX,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101506,1,Substantial,N811MS,Airplane,Piper,PA28R,Part 91: General aviation,Personal,,Initial Climb,Fuel Related
101507,1,Substantial,N42190,Airplane,Air Tractor,AT502,Part 137: Agricultural,Aerial application,,Approach,Loss of Control In-Flight
101509,1,Substantial,N18873,Airplane,Beech,23,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
101510,1,Substantial,N4032L,Airplane,Ayres,S2R,Part 137: Agricultural,Aerial application,,Takeoff,System/Component Failure - Non-power
101511,1,Substantial,N153CC,Airplane,Cub Crafters,CCK-1865,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101512,1,Substantial,N998HG,Airplane,Vans,RV-8,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101513,1,Substantial,N59262,Airplane,Volmer,VJ22,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101514,1,Substantial,N408RV,Airplane,Vans,RV 8,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101516,1,Destroyed,N263R,Glider,AVIA STROITEL,AC-5M,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
101517,1,Substantial,N820NG,Airplane,Evektor Aerotechnik,SPORTSTAR,Part 91: General aviation,Personal,,Landing,Medical Event
101519,1,Substantial,N7684D,Airplane,Piper,PA18A-150,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101521,1,Destroyed,N19AS,Airplane,Cessna,320,Part 91: General aviation,Personal,,Landing,System/Component Failure - Powerplant
101522,1,Substantial,N9391H,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101523,1,Substantial,N738VY,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101524,1,Substantial,N6530W,Airplane,Piper,PA28,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
101525,1,Substantial,N6252M,Airplane,Stinson,108,Part 91: General aviation,Personal,,Takeoff,Other
101526,1,Substantial,N9127H,Airplane,Cessna,172,Part 91: General aviation,Personal,,Taxi,Loss of Control on Ground
101528,1,Substantial,N89MA,Airplane,PIPER,PA46,Part 91: General aviation,Personal,,Landing,System/Component Failure - Non-power
101529,1,Destroyed,N6929H,Airplane,Cessna,172,Part 91: General aviation,Personal,,Enroute,Loss of Control In-Flight
101530,1,Substantial,N3086W,Airplane,Cessna,A185,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101531,1,Substantial,N8868M,Airplane,Beech,23,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
101532,1,Destroyed,N6373U,Airplane,Cessna,TU206,Part 91: General aviation,Personal,,Enroute,Midair
101532,2,Destroyed,N2106K,Airplane,De Havilland,DHC-2,Part 91: General aviation,Aerial observation,,Enroute,Midair
101535,1,Substantial,N5539,Airplane,SOPWITH,Type 9400,Part 91: General aviation,Flight test,,Maneuvering,System/Component Failure - Non-power
101536,1,Substantial,N9891B,Airplane,Champion,7EC,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101537,1,Destroyed,N282SH,Helicopter,Enstrom,280,Part 91: General aviation,Personal,,Approach,Other
101538,1,Substantial,N4219B,Airplane,Beech,F35,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Non-power
101539,1,Destroyed,N4079R,Airplane,Piper,PA32,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Non-power
101543,1,Substantial,N5082N,Airplane,Titan,TITAN TORNADO,Part 91: General aviation,Personal,,Maneuvering,Fuel Related
101545,1,Substantial,N3604A,Airplane,Piper,PA22,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Non-power
101546,1,Substantial,N9185T,Airplane,Cessna,180,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101548,1,Substantial,N106G,Airplane,Socata,TB 10,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101549,1,Destroyed,N444TW,Airplane,Lancair,ES-P,Part 91: General aviation,Personal,,Unknown,Unknown
101550,1,Substantial,N3440X,Airplane,Mooney,M20E,Part 91: General aviation,Personal,,Landing,Runway Excursion
101551,1,Substantial,N92356,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101552,1,Substantial,N20131,Airplane,Beech,76,Part 91: General aviation,Instructional,,Takeoff,Loss of Control on Ground
101553,1,Substantial,N900WH,Airplane,TITAN,TORNADO,Part 91: General aviation,Personal,,Takeoff,Unknown
101554,1,Substantial,N3725T,Airplane,Piper,PA28R,Part 91: General aviation,Instructional,,Takeoff,Loss of Control In-Flight
101555,1,Substantial,N526MA,Airplane,Aviat,A1,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101559,1,Substantial,N7208D,Airplane,Piper,PA22,Part 91: General aviation,Personal,,Landing,Collision on Takeoff or Landing
101560,1,Destroyed,N623PB,Helicopter,BELL,UH1H,Part 133: Rotorcraft ext. load,External load,,Enroute,Loss of Control In-Flight
101564,1,Destroyed,N6328D,Airplane,Cessna,172,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
101565,1,Substantial,N727P,Airplane,Beech,33,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101566,1,Substantial,N60733,Airplane,Piper,PA 18A-135,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101567,1,Substantial,N602NY,Airplane,Air Tractor,AT 602,Part 137: Agricultural,Aerial application,,Enroute,Unknown
101569,1,Substantial,N22393,Airplane,Cessna,150,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
101571,1,Substantial,N29334,Airplane,Cessna,177,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101572,1,Substantial,N6958J,Airplane,Piper,PA28,Part 91: General aviation,Instructional,,Taxi,Ground Collision
101574,1,Substantial,N2690J,Airplane,Cessna,T188,Part 137: Agricultural,Aerial application,,Takeoff,Collision on Takeoff or Landing
101575,1,Substantial,N50JH,Airplane,Golden Circle Air,T-Bird,Part 91: General aviation,Personal,,Maneuvering,Low Altitude Operation
101576,1,Destroyed,N708AC,Helicopter,Aerospatiale,AS355,Part 91: General aviation,Aerial observation,,Maneuvering,Loss of Control In-Flight
101577,1,Destroyed,N167TM,Glider,Schleicher,ASW27,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
101578,1,Substantial,N22111,Airplane,Piper,PA32,Part 91: General aviation,Personal,,Landing,Fuel Related
101579,1,Substantial,N38KF,Airplane,NEW KOLB AIRCRAFT CO LLC,KOLB FLYER SS,Part 91: General aviation,Instructional,,Takeoff,Loss of Control on Ground
101580,1,Substantial,N3502X,Powered parachute,CONDOR,CONDOR,Part 91: General aviation,Personal,,Enroute,Controlled Flight Into Terrain
101581,1,Substantial,N30309,Airplane,Cessna,177,Part 91: General aviation,Personal,,Enroute,Fuel Related
101582,1,Substantial,N2716P,Airplane,PIPER,PA22,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Non-power
101583,1,Substantial,N3104S,Airplane,Rockwell,S2R R1340,Part 91: General aviation,Ferry,,Approach,Fuel Related
101584,1,Substantial,N7726M,Airplane,CESSNA,182,Part 91: General aviation,Personal,,Landing,Loss of Control In-Flight
101585,1,Substantial,N702KS,Airplane,Kitfox,KITFOX SPORT,Part 91: General aviation,Personal,,Takeoff,Loss of Lift
101586,1,Substantial,N644RS,Airplane,RANS,S6,Part 91: General aviation,Personal,,Maneuvering,Low Altitude Operation
101587,1,Destroyed,N6917K,Airplane,GRUMMAN,G164,Part 137: Agricultural,Aerial application,,Maneuvering,Loss of Control In-Flight
101588,1,Substantial,N5280D,Airplane,Cessna,172,Part 91: General aviation,Personal,,Taxi,Ground Collision
101588,2,Substantial,N200MU,Airplane,Britten Norman,BN2A,Part 135: Air taxi & commuter,Other/Unknown,,Taxi,Ground Collision
101589,1,Substantial,N9559D,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Landing,Loss of Control In-Flight
101590,1,Substantial,N185KL,Airplane,Cessna,A185,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101591,1,Substantial,N85BJ,Airplane,QUICKIE,Q2,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
101592,1,Substantial,N61315,Airplane,Air Tractor,AT502,Part 137: Agricultural,Aerial observation,,Enroute,System/Component Failure - Powerplant
101593,1,Substantial,N8103C,Airplane,Piper,PA22,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
101594,1,Substantial,N737WA,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101596,1,Substantial,N530CA,Airplane,CESSNA,152,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
101599,1,Substantial,N722SA,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101600,1,Substantial,N14139,Airplane,Waco,YKC,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101601,1,Substantial,N72EB,Airplane,Champion,7GCBC,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
101602,1,Substantial,N7186K,Helicopter,Robinson,R22,Part 91: General aviation,Aerial observation,,Maneuvering,System/Component Failure - Powerplant
101603,2,Substantial,N42241,Airplane,PIPER,PA 28-180,Part 91: General aviation,Personal,,Taxi,Ground Collision
101603,1,Substantial,N44851,Airplane,Piper,PA32,Part 135: Air taxi & commuter,Other/Unknown,,Taxi,Ground Collision
101606,1,Substantial,N1332Z,Airplane,Beech,95 55,Part 91: General aviation,Instructional,,Takeoff,Loss of Control on Ground
101607,1,Substantial,N1520P,Airplane,Piper,PA 22,Part 91: General aviation,Personal,,Landing,Runway Excursion
101609,1,Substantial,N2231T,Airplane,Cessna,A185,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101610,1,Substantial,N12LF,Airplane,FURLONG,CA-6,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
101611,1,Substantial,N7511D,Helicopter,Robinson,R44,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101613,1,Substantial,N8488Y,Airplane,Piper,PA 30,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101614,1,Substantial,N2038Q,Airplane,Air Tractor,AT502,Part 137: Agricultural,Aerial application,,Landing,Loss of Control on Ground
101615,1,Substantial,N80166,Airplane,Air Tractor,AT802,Part 137: Agricultural,Firefighting,,Landing,Loss of Control on Ground
101616,1,Substantial,N8506E,Airplane,Air Tractor,AT 602,Part 137: Agricultural,Aerial application,,Maneuvering,System/Component Failure - Powerplant
101617,1,Substantial,N630JL,Airplane,Beech,36,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101619,1,Destroyed,N2297W,Helicopter,Hiller,UH 12D,Part 137: Agricultural,Aerial application,,Maneuvering,System/Component Failure - Non-power
101620,1,Substantial,N760JJ,Airplane,Lockwood,AIRCAM,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101621,1,Substantial,N86WM,Airplane,CESSNA,305,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101622,1,Substantial,N4816A,Airplane,PIPER,PA22,Part 91: General aviation,Personal,,Enroute,Fuel Related
101624,1,Substantial,N1655V,Airplane,Cessna,172,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101627,1,Substantial,N1432D,Helicopter,Bell,206L-1,Part 133: Rotorcraft ext. load,External load,,Maneuvering,Controlled Flight Into Terrain
101628,1,Substantial,N140AB,Airplane,CESSNA,140,Part 91: General aviation,Instructional,,Enroute,System/Component Failure - Powerplant
101629,1,Substantial,N3412C,Airplane,Beech,A23-24,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101632,1,Substantial,N508CM,Airplane,Vans,RV 8,Part 91: General aviation,Personal,,Unknown,Unknown
101633,1,Substantial,N360DC,Airplane,Cessna,A185,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101634,1,Substantial,N61445,Airplane,BOEING,B75,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101635,1,Substantial,N952B,Airplane,Champion,7GCBC,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101636,1,Destroyed,N745BW,Helicopter,Md Helicopter,600,Part 91: General aviation,Aerial observation,,Maneuvering,Fire - Non-Impact
101640,1,Substantial,N1662S,Airplane,Rockwell,S2R,Part 137: Agricultural,Aerial application,,Maneuvering,System/Component Failure - Non-power
101642,1,Substantial,N8193A,Airplane,Cessna,170B,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101644,1,Substantial,N846JM,Airplane,Costruzioni Aeronautiche Tecna,P2004 Bravo,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
101645,1,Substantial,N113MX,Airplane,Seele,XPA-18,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101647,1,Substantial,N86KD,Airplane,Kade,Aventura II,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101648,1,Substantial,N338RW,Airplane,CHAD LEWIS,KITFOX SUPER SPORT,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101650,1,Substantial,N2943C,Airplane,Cessna,180,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
101651,1,Substantial,N1013J,Airplane,Rockwell,112,Part 91: General aviation,Business,,Landing,Loss of Control on Ground
101652,1,Substantial,N570WH,Helicopter,Robinson,R44,Part 137: Agricultural,Aerial application,,Maneuvering,Low Altitude Operation
101653,1,Substantial,N756DJ,Airplane,CESSNA,U206,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101654,1,Substantial,N2929C,Airplane,Cessna,180,Part 91: General aviation,Personal,,Taxi,Abnormal Runway Contact
101655,1,Substantial,N54WP,Airplane,Vans,RV4,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101656,1,Substantial,N4092D,Airplane,Cessna,182,Part 91: General aviation,Personal,,Enroute,Fuel Related
101658,1,Substantial,N284M,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101659,1,Substantial,N125MC,Airplane,MONTANA,Coyote,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101660,1,Substantial,N208MP,Helicopter,MCDONNELL DOUGLAS,600,Part 133: Rotorcraft ext. load,External load,,Maneuvering,System/Component Failure - Powerplant
101661,1,Substantial,N134C,Airplane,Stinson,108,Part 91: General aviation,Personal,,Takeoff,Runway Excursion
101663,1,Substantial,N2158P,Airplane,Stearman,N2S 3,Part 91: General aviation,Banner tow,,Enroute,Fuel Related
101664,1,Substantial,N425BJ,Airplane,Beech,400,Part 91: General aviation,Personal,,Landing,System/Component Failure - Non-power
101665,1,Substantial,N138PM,Airplane,Vans,VANS RV-8,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101666,1,Destroyed,N383ES,Helicopter,Brantly,B2B,Part 91: General aviation,Flight test,,Initial Climb,Loss of Control In-Flight
101667,1,Destroyed,N716RL,Airplane,Piper,PA28,Part 91: General aviation,Instructional,,Initial Climb,Other
101668,1,Substantial,N502KJ,Airplane,Air Tractor,AT502,Part 137: Agricultural,Aerial application,,Maneuvering,Loss of Control In-Flight
101669,1,Substantial,N7677C,Airplane,Piper,PA32R,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
101670,1,Substantial,N327WB,Airplane,Vans,VANS RV 6,Part 91: General aviation,Personal,,Initial Climb,Loss of Lift
101671,1,Substantial,N514BS,Airplane,Vans,RV7,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
101672,1,Substantial,N350DM,Helicopter,Robinson,R44,Part 91: General aviation,Positioning,,Landing,Collision on Takeoff or Landing
101676,1,Substantial,N772TW,Airplane,MAULE,MXT7,Part 91: General aviation,Personal,,Landing,Loss of Control In-Flight
101679,1,Destroyed,N53163,Airplane,Cessna,A188,Part 91: General aviation,Aerial application,,Maneuvering,Loss of Control In-Flight
101680,1,Substantial,N86614,Airplane,Champion,7GCBC,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
101681,1,Substantial,N1813Q,Airplane,Cessna,177RG,Part 91: General aviation,Instructional,,Enroute,Fuel Related
101682,1,Substantial,N9190Q,Airplane,Air Tractor,AT 401,Part 137: Agricultural,Aerial application,,Maneuvering,Low Altitude Operation
101683,1,Substantial,N602FH,Airplane,Air Tractor,AT 602,Part 137: Agricultural,Aerial application,,Maneuvering,Low Altitude Operation
101684,1,Substantial,N570WH,Helicopter,Robinson,R44,Part 137: Agricultural,Aerial application,,Landing,Collision on Takeoff or Landing
101687,1,Substantial,N15302,Airplane,Piper,PA28R,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101690,1,Substantial,N771GB,Helicopter,Robinson,R44,Part 137: Agricultural,Aerial application,,Initial Climb,Fuel Related
101691,1,Substantial,N856TC,Airplane,Quest,KODIAC 100,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101696,1,Substantial,N3156W,Airplane,Beech,F33,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
101697,1,Substantial,N173ME,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101698,1,Substantial,N58066,Airplane,Mooney,M20J,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101699,1,Substantial,N31720,Airplane,Piper,PA28R,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101700,1,Substantial,N1926N,Airplane,Cessna,120,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
101701,1,Destroyed,N755AE,Airplane,AMERICAN EUROCOPTER,AS350,Part 91: General aviation,Business,,Enroute,Unknown
101708,1,Substantial,N33JM,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Landing,Runway Excursion
101709,1,Substantial,N337V,Airplane,Cessna,337,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
101710,1,Substantial,N4365M,Airplane,Piper,PA 12,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101711,1,Destroyed,N8510M,Airplane,Air Tractor,AT802,Public aircraft,Firefighting,,Enroute,Midair
101711,2,Destroyed,N1558W,Airplane,Air Tractor,AT802,Public aircraft,Firefighting,,Enroute,Midair
101714,1,Substantial,N6705E,Airplane,Cessna,172,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
101715,1,Substantial,N901XV,Helicopter,BELL,OH58A,Part 137: Agricultural,Aerial application,,Maneuvering,System/Component Failure - Powerplant
101718,1,Substantial,N4982U,Airplane,De Havilland,DHC-2,Part 135: Air taxi & commuter,Other/Unknown,,Enroute,Midair
101718,2,Substantial,N2587M,Airplane,Piper,PA 12,Part 91: General aviation,Personal,,Enroute,Midair
101720,1,Substantial,N7192L,Airplane,American Aviation,AA 5,Part 91: General aviation,Personal,,Maneuvering,Fuel Related
101721,1,Substantial,N225HJ,Airplane,North American,NAVION,Part 91: General aviation,Personal,,Enroute,Fuel Related
101723,1,Substantial,N90834,Airplane,Cessna,A188,Part 137: Agricultural,Aerial application,,Initial Climb,Other
101724,1,Substantial,N9765C,Airplane,Piper,PA28R,Part 91: General aviation,Personal,,Takeoff,Runway Excursion
101725,1,Substantial,N7750Y,Airplane,Piper,PA 30,Part 91: General aviation,Instructional,,Takeoff,Loss of Control In-Flight
101726,1,Substantial,N990SS,Airplane,QUAD CITY,CHALLENGER,Part 91: General aviation,Personal,,Enroute,Fuel Related
101728,1,Substantial,N185GK,Airplane,Cessna,A185,Part 91: General aviation,Personal,,Landing,Runway Excursion
101730,1,Substantial,N55GJ,Helicopter,Eurocopter,EC130,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
101734,1,Substantial,N8244Y,Airplane,Piper,PA 30,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101735,1,Substantial,N635BC,Gyroplane,Robert D Carr Jr,Cavalon,Part 91: General aviation,Personal,,Maneuvering,Low Altitude Operation
101736,1,Substantial,N3981A,Glider,Grob,G102,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101737,1,Substantial,N3025L,Airplane,Piper,PA32RT,Part 91: General aviation,Personal,,Takeoff,Abnormal Runway Contact
101739,1,Substantial,N9747H,Airplane,Cessna,182,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101740,1,Substantial,N1049P,Airplane,Piper,PA18,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101742,1,Substantial,N82566,Airplane,Piper,PA18,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101745,1,Substantial,N223AB,Airplane,PIPER,PA25,Part 91: General aviation,Banner tow,,Enroute,Fuel Related
